"Family","Species","species","k_m","k_sd","Qc_m","Qc_sd","Qn_m","Qn_sd","Qp_m","Qp_sd","Dc_m","Dc_sd","Dn_m","Dn_sd","Dp_m","Dp_sd","trophic_guild_predicted","alpha_m","alpha_sd","f0_m","f0_sd","theta_m","lwa_m","lwa_sd","lwb_m","lwb_sd","h_m","r_m","v_m","linf_m","F0nz_m","F0nz_sd","F0pz_m","F0pz_sd","ac_m","an_m","ap_m"
"Serranidae","Epinephelus spilotoceps","Epinephelus_spilotoceps",0.217726556884027,0.0272594514830633,38.1201743272371,0.442718238930925,10.1580265643545,0.122621519294622,3.73858952369176,0.117321449157966,35.9628364578833,2.03895672292842,7.93734886838471,0.490493766777178,1.5262252721511,0.153999979829607,7,0.777608124407004,0.0419711048458044,0.00194499479901761,0.000337269417174635,2.28373325165791,0.00955,0.00338775510204082,3.07,0.0714285714285715,3.94293750166893,1.68745666666667,29,35,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Serranidae","Epinephelus tauvina","Epinephelus_tauvina",0.182749803207254,0.0417074177785587,37.0430103315607,0.491703933170881,10.3310677557679,0.139723991524333,3.89809783927328,0.139767070741029,37.7957252370651,3.15579425465418,8.97270777076907,0.745276007725772,1.58989329693878,0.236026888835347,4,0.777608124407004,0.0419711048458044,0.00105039947980735,0.000337269417174635,2.28373325165791,0.01445,0.00373979591836735,3.05,0.0612244897959184,4.13,1.39642,21,75,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Serranidae","Epinephelus tauvina","Epinephelus_tauvina",0.194625192033296,0.0431299405018064,37.0430103315607,0.491703933170881,10.3310677557679,0.139723991524333,3.89809783927328,0.139767070741029,37.7957252370651,3.15579425465418,8.97270777076907,0.745276007725772,1.58989329693878,0.236026888835347,4,0.777608124407004,0.0419711048458044,0.00132855424540336,0.000337269417174635,2.28373325165791,0.01445,0.00373979591836735,3.05,0.0612244897959184,4.13,1.39642,24,75,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Serranidae","Epinephelus tauvina","Epinephelus_tauvina",0.198816656453842,0.0439087351497349,37.0430103315607,0.491703933170881,10.3310677557679,0.139723991524333,3.89809783927328,0.139767070741029,37.7957252370651,3.15579425465418,8.97270777076907,0.745276007725772,1.58989329693878,0.236026888835347,4,0.777608124407004,0.0419711048458044,0.00143526237112626,0.000337269417174635,2.28373325165791,0.01445,0.00373979591836735,3.05,0.0612244897959184,4.13,1.39642,25,75,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Serranidae","Epinephelus tauvina","Epinephelus_tauvina",0.203131179709664,0.0448608409460134,37.0430103315607,0.491703933170881,10.3310677557679,0.139723991524333,3.89809783927328,0.139767070741029,37.7957252370651,3.15579425465418,8.97270777076907,0.745276007725772,1.58989329693878,0.236026888835347,4,0.777608124407004,0.0419711048458044,0.00154974052828006,0.000337269417174635,2.28373325165791,0.01445,0.00373979591836735,3.05,0.0612244897959184,4.13,1.39642,26,75,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Serranidae","Epinephelus tauvina","Epinephelus_tauvina",0.207572919883677,0.0459979929184359,37.0430103315607,0.491703933170881,10.3310677557679,0.139723991524333,3.89809783927328,0.139767070741029,37.7957252370651,3.15579425465418,8.97270777076907,0.745276007725772,1.58989329693878,0.236026888835347,4,0.777608124407004,0.0419711048458044,0.00167249415591422,0.000337269417174635,2.28373325165791,0.01445,0.00373979591836735,3.05,0.0612244897959184,4.13,1.39642,27,75,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Serranidae","Epinephelus tauvina","Epinephelus_tauvina",0.212146192478457,0.0473311232164896,37.0430103315607,0.491703933170881,10.3310677557679,0.139723991524333,3.89809783927328,0.139767070741029,37.7957252370651,3.15579425465418,8.97270777076907,0.745276007725772,1.58989329693878,0.236026888835347,4,0.777608124407004,0.0419711048458044,0.001804057459648,0.000337269417174635,2.28373325165791,0.01445,0.00373979591836735,3.05,0.0612244897959184,4.13,1.39642,28,75,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Serranidae","Epinephelus tauvina","Epinephelus_tauvina",0.216855476925539,0.0488702775730366,37.0430103315607,0.491703933170881,10.3310677557679,0.139723991524333,3.89809783927328,0.139767070741029,37.7957252370651,3.15579425465418,8.97270777076907,0.745276007725772,1.58989329693878,0.236026888835347,4,0.777608124407004,0.0419711048458044,0.00194499479901761,0.000337269417174635,2.28373325165791,0.01445,0.00373979591836735,3.05,0.0612244897959184,4.13,1.39642,29,75,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Serranidae","Epinephelus tukula","Epinephelus_tukula",0.0503427272186418,0.0152736487554203,37.0591467898071,0.495336845753673,10.367138953024,0.141912133635178,3.87483413611318,0.140304746894843,38.6575809054453,3.85098182187698,9.48349338001145,0.90544929727668,1.60652812119222,0.287327164086325,4,0.777608124407004,0.0419711048458044,0.00143526237112626,0.000337269417174635,2.28373325165791,0.01479,0.00690816326530612,3.05,0.0816326530612246,4.2,1.07204733333333,25,200,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Serranidae","Epinephelus tukula","Epinephelus_tukula",0.051415293750065,0.0155199999334892,37.0591467898071,0.495336845753673,10.367138953024,0.141912133635178,3.87483413611318,0.140304746894843,38.6575809054453,3.85098182187698,9.48349338001145,0.90544929727668,1.60652812119222,0.287327164086325,4,0.777608124407004,0.0419711048458044,0.00154974052828006,0.000337269417174635,2.28373325165791,0.01479,0.00690816326530612,3.05,0.0816326530612246,4.2,1.07204733333333,26,200,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Serranidae","Epinephelus tukula","Epinephelus_tukula",0.0525192466804932,0.0158032972404881,37.0591467898071,0.495336845753673,10.367138953024,0.141912133635178,3.87483413611318,0.140304746894843,38.6575809054453,3.85098182187698,9.48349338001145,0.90544929727668,1.60652812119222,0.287327164086325,4,0.777608124407004,0.0419711048458044,0.00167249415591422,0.000337269417174635,2.28373325165791,0.01479,0.00690816326530612,3.05,0.0816326530612246,4.2,1.07204733333333,27,200,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Serranidae","Epinephelus tukula","Epinephelus_tukula",0.0536556422706228,0.0161261563558636,37.0591467898071,0.495336845753673,10.367138953024,0.141912133635178,3.87483413611318,0.140304746894843,38.6575809054453,3.85098182187698,9.48349338001145,0.90544929727668,1.60652812119222,0.287327164086325,4,0.777608124407004,0.0419711048458044,0.001804057459648,0.000337269417174635,2.28373325165791,0.01479,0.00690816326530612,3.05,0.0816326530612246,4.2,1.07204733333333,28,200,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Sciaenidae","Equetus punctatus","Equetus_punctatus",0.267197137619943,0.0161665651012841,35.8029284748585,1.264388453848,9.79909954908706,0.369978062391459,3.54760134728755,0.346582434458511,34.4205169388368,1.51340861280811,7.08949902096467,0.371703020226795,1.45195253067108,0.114979637357407,7,0.760813268465822,0.0371821454477927,0.00265384712892864,0.00123865904329826,1.70100910806122,0.00891,0.00494387755102041,3.08,0.086734693877551,3.51,1.19914,27,27,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Sciaenidae","Equetus punctatus","Equetus_punctatus",0.273051909036515,0.0173409663932805,35.8029284748585,1.264388453848,9.79909954908706,0.369978062391459,3.54760134728755,0.346582434458511,34.4205169388368,1.51340861280811,7.08949902096467,0.371703020226795,1.45195253067108,0.114979637357407,7,0.760813268465822,0.0371821454477927,0.00286260654052456,0.00123865904329826,1.70100910806122,0.00891,0.00494387755102041,3.08,0.086734693877551,3.51,1.19914,28,27,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Fistulariidae","Fistularia commersonii","Fistularia_commersonii",0.0610469988632505,0.00992235636023671,37.5281443477699,0.226438856931269,10.2261717318005,0.0662725924907657,3.92391884191983,0.062967839732178,39.1178956584775,4.56904264050313,9.84075536598617,1.07176936892085,1.57955053556558,0.34052879709653,4,0.760813268465822,0.0371821454477927,0.00166673206830496,0.00123865904329826,1.70100910806122,0.0024,0.00113265306122449,2.94,0.0918367346938776,4.27,1.75645,21,160,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Fistulariidae","Fistularia commersonii","Fistularia_commersonii",0.0623313374740019,0.00985744776357658,37.5281443477699,0.226438856931269,10.2261717318005,0.0662725924907657,3.92391884191983,0.062967839732178,39.1178956584775,4.56904264050313,9.84075536598617,1.07176936892085,1.57955053556558,0.34052879709653,4,0.760813268465822,0.0371821454477927,0.00180345164898295,0.00123865904329826,1.70100910806122,0.0024,0.00113265306122449,2.94,0.0918367346938776,4.27,1.75645,22,160,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Fistulariidae","Fistularia commersonii","Fistularia_commersonii",0.0636529502998661,0.00984632692348749,37.5281443477699,0.226438856931269,10.2261717318005,0.0662725924907657,3.92391884191983,0.062967839732178,39.1178956584775,4.56904264050313,9.84075536598617,1.07176936892085,1.57955053556558,0.34052879709653,4,0.760813268465822,0.0371821454477927,0.0019503474625122,0.00123865904329826,1.70100910806122,0.0024,0.00113265306122449,2.94,0.0918367346938776,4.27,1.75645,23,160,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Fistulariidae","Fistularia commersonii","Fistularia_commersonii",0.0650130819250101,0.00989686233630032,37.5281443477699,0.226438856931269,10.2261717318005,0.0662725924907657,3.92391884191983,0.062967839732178,39.1178956584775,4.56904264050313,9.84075536598617,1.07176936892085,1.57955053556558,0.34052879709653,4,0.760813268465822,0.0371821454477927,0.00210809697440312,0.00123865904329826,1.70100910806122,0.0024,0.00113265306122449,2.94,0.0918367346938776,4.27,1.75645,24,160,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Fistulariidae","Fistularia commersonii","Fistularia_commersonii",0.066413023603132,0.0100165936993227,37.5281443477699,0.226438856931269,10.2261717318005,0.0662725924907657,3.92391884191983,0.062967839732178,39.1178956584775,4.56904264050313,9.84075536598617,1.07176936892085,1.57955053556558,0.34052879709653,4,0.760813268465822,0.0371821454477927,0.00227741717924909,0.00123865904329826,1.70100910806122,0.0024,0.00113265306122449,2.94,0.0918367346938776,4.27,1.75645,25,160,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Fistulariidae","Fistularia commersonii","Fistularia_commersonii",0.0678541151719797,0.0102123519038907,37.5281443477699,0.226438856931269,10.2261717318005,0.0662725924907657,3.92391884191983,0.062967839732178,39.1178956584775,4.56904264050313,9.84075536598617,1.07176936892085,1.57955053556558,0.34052879709653,4,0.760813268465822,0.0371821454477927,0.00245906656057178,0.00123865904329826,1.70100910806122,0.0024,0.00113265306122449,2.94,0.0918367346938776,4.27,1.75645,26,160,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Fistulariidae","Fistularia commersonii","Fistularia_commersonii",0.0693377470526321,0.0104899300377562,37.5281443477699,0.226438856931269,10.2261717318005,0.0662725924907657,3.92391884191983,0.062967839732178,39.1178956584775,4.56904264050313,9.84075536598617,1.07176936892085,1.57955053556558,0.34052879709653,4,0.760813268465822,0.0371821454477927,0.00265384712892864,0.00123865904329826,1.70100910806122,0.0024,0.00113265306122449,2.94,0.0918367346938776,4.27,1.75645,27,160,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Fistulariidae","Fistularia commersonii","Fistularia_commersonii",0.0708653623375436,0.0108538667842948,37.5281443477699,0.226438856931269,10.2261717318005,0.0662725924907657,3.92391884191983,0.062967839732178,39.1178956584775,4.56904264050313,9.84075536598617,1.07176936892085,1.57955053556558,0.34052879709653,4,0.760813268465822,0.0371821454477927,0.00286260654052456,0.00123865904329826,1.70100910806122,0.0024,0.00113265306122449,2.94,0.0918367346938776,4.27,1.75645,28,160,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Fistulariidae","Fistularia commersonii","Fistularia_commersonii",0.0724384589715557,0.0113073806117562,37.5281443477699,0.226438856931269,10.2261717318005,0.0662725924907657,3.92391884191983,0.062967839732178,39.1178956584775,4.56904264050313,9.84075536598617,1.07176936892085,1.57955053556558,0.34052879709653,4,0.760813268465822,0.0371821454477927,0.00308624029859915,0.00123865904329826,1.70100910806122,0.0024,0.00113265306122449,2.94,0.0918367346938776,4.27,1.75645,29,160,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Fistulariidae","Fistularia tabacaria","Fistularia_tabacaria",0.0585309548893463,0.0108907106311374,36.3735756984956,1.19368638928889,10.0890921304253,0.348314452405832,4.40853524532741,0.328993669144824,39.2122894462028,4.66265071414792,9.89669324468348,1.09383760689864,1.57618472519172,0.347449519985796,4,0.760813268465822,0.0371821454477927,0.00180345164898295,0.00123865904329826,1.70100910806122,0.00076,0.00038265306122449,2.95,0.0969387755102041,4.095,1.75645,22,200,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Fistulariidae","Fistularia tabacaria","Fistularia_tabacaria",0.0597695822826803,0.0109269095642655,36.3735756984956,1.19368638928889,10.0890921304253,0.348314452405832,4.40853524532741,0.328993669144824,39.2122894462028,4.66265071414792,9.89669324468348,1.09383760689864,1.57618472519172,0.347449519985796,4,0.760813268465822,0.0371821454477927,0.0019503474625122,0.00123865904329826,1.70100910806122,0.00076,0.00038265306122449,2.95,0.0969387755102041,4.095,1.75645,23,200,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Fistulariidae","Fistularia tabacaria","Fistularia_tabacaria",0.0610442526985178,0.0110134731460499,36.3735756984956,1.19368638928889,10.0890921304253,0.348314452405832,4.40853524532741,0.328993669144824,39.2122894462028,4.66265071414792,9.89669324468348,1.09383760689864,1.57618472519172,0.347449519985796,4,0.760813268465822,0.0371821454477927,0.00210809697440312,0.00123865904329826,1.70100910806122,0.00076,0.00038265306122449,2.95,0.0969387755102041,4.095,1.75645,24,200,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Fistulariidae","Fistularia tabacaria","Fistularia_tabacaria",0.0665281850413117,0.011969339697766,36.3735756984956,1.19368638928889,10.0890921304253,0.348314452405832,4.40853524532741,0.328993669144824,39.2122894462028,4.66265071414792,9.89669324468348,1.09383760689864,1.57618472519172,0.347449519985796,4,0.760813268465822,0.0371821454477927,0.00286260654052456,0.00123865904329826,1.70100910806122,0.00076,0.00038265306122449,2.95,0.0969387755102041,4.095,1.75645,28,200,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Forcipiger flavissimus","Forcipiger_flavissimus",0.320007992852922,0.0415346315901175,36.1055667986768,0.59940558885834,8.89539818795619,0.178978155103764,5.0498913197824,0.15831950014823,28.1501605640023,3.48259635458883,4.59275300293778,0.535947978883817,0.838131276597109,0.142821594257649,5,0.763456026677273,0.0343649088289402,0.0021829509152857,0.000418812936399542,1.49251893742442,0.0221686261193508,0.0102214904329386,3.02503222573041,0.0820216545510917,3.23500005722046,2.2295,21,22,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Forcipiger flavissimus","Forcipiger_flavissimus",0.326695512599147,0.0403235678605862,36.1055667986768,0.59940558885834,8.89539818795619,0.178978155103764,5.0498913197824,0.15831950014823,28.1501605640023,3.48259635458883,4.59275300293778,0.535947978883817,0.838131276597109,0.142821594257649,5,0.763456026677273,0.0343649088289402,0.00236201516889546,0.000418812936399542,1.49251893742442,0.0221686261193508,0.0102214904329386,3.02503222573041,0.0820216545510917,3.23500005722046,2.2295,22,22,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Forcipiger flavissimus","Forcipiger_flavissimus",0.333576154177851,0.0393864780480695,36.1055667986768,0.59940558885834,8.89539818795619,0.178978155103764,5.0498913197824,0.15831950014823,28.1501605640023,3.48259635458883,4.59275300293778,0.535947978883817,0.838131276597109,0.142821594257649,5,0.763456026677273,0.0343649088289402,0.00255440742959122,0.000418812936399542,1.49251893742442,0.0221686261193508,0.0102214904329386,3.02503222573041,0.0820216545510917,3.23500005722046,2.2295,23,22,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Forcipiger flavissimus","Forcipiger_flavissimus",0.340656338858883,0.0387919311988272,36.1055667986768,0.59940558885834,8.89539818795619,0.178978155103764,5.0498913197824,0.15831950014823,28.1501605640023,3.48259635458883,4.59275300293778,0.535947978883817,0.838131276597109,0.142821594257649,5,0.763456026677273,0.0343649088289402,0.00276101498692847,0.000418812936399542,1.49251893742442,0.0221686261193508,0.0102214904329386,3.02503222573041,0.0820216545510917,3.23500005722046,2.2295,24,22,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Forcipiger flavissimus","Forcipiger_flavissimus",0.347942727803372,0.0386104712417548,36.1055667986768,0.59940558885834,8.89539818795619,0.178978155103764,5.0498913197824,0.15831950014823,28.1501605640023,3.48259635458883,4.59275300293778,0.535947978883817,0.838131276597109,0.142821594257649,5,0.763456026677273,0.0343649088289402,0.00298277690245984,0.000418812936399542,1.49251893742442,0.0221686261193508,0.0102214904329386,3.02503222573041,0.0820216545510917,3.23500005722046,2.2295,25,22,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Forcipiger flavissimus","Forcipiger_flavissimus",0.35544223187209,0.0389085285037417,36.1055667986768,0.59940558885834,8.89539818795619,0.178978155103764,5.0498913197824,0.15831950014823,28.1501605640023,3.48259635458883,4.59275300293778,0.535947978883817,0.838131276597109,0.142821594257649,5,0.763456026677273,0.0343649088289402,0.00322068657658205,0.000418812936399542,1.49251893742442,0.0221686261193508,0.0102214904329386,3.02503222573041,0.0820216545510917,3.23500005722046,2.2295,26,22,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Forcipiger flavissimus","Forcipiger_flavissimus",0.363162021866724,0.03974158229765,36.1055667986768,0.59940558885834,8.89539818795619,0.178978155103764,5.0498913197824,0.15831950014823,28.1501605640023,3.48259635458883,4.59275300293778,0.535947978883817,0.838131276597109,0.142821594257649,5,0.763456026677273,0.0343649088289402,0.00347579441788427,0.000418812936399542,1.49251893742442,0.0221686261193508,0.0102214904329386,3.02503222573041,0.0820216545510917,3.23500005722046,2.2295,27,22,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Forcipiger flavissimus","Forcipiger_flavissimus",0.371109539224462,0.0411485225675782,36.1055667986768,0.59940558885834,8.89539818795619,0.178978155103764,5.0498913197824,0.15831950014823,28.1501605640023,3.48259635458883,4.59275300293778,0.535947978883817,0.838131276597109,0.142821594257649,5,0.763456026677273,0.0343649088289402,0.0037492106179345,0.000418812936399542,1.49251893742442,0.0221686261193508,0.0102214904329386,3.02503222573041,0.0820216545510917,3.23500005722046,2.2295,28,22,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Forcipiger flavissimus","Forcipiger_flavissimus",0.379292507187285,0.0431491009506321,36.1055667986768,0.59940558885834,8.89539818795619,0.178978155103764,5.0498913197824,0.15831950014823,28.1501605640023,3.48259635458883,4.59275300293778,0.535947978883817,0.838131276597109,0.142821594257649,5,0.763456026677273,0.0343649088289402,0.00404210803447859,0.000418812936399542,1.49251893742442,0.0221686261193508,0.0102214904329386,3.02503222573041,0.0820216545510917,3.23500005722046,2.2295,29,22,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Forcipiger flavissimus","Forcipiger_flavissimus",0.387718942468434,0.0457452022004406,36.1055667986768,0.59940558885834,8.89539818795619,0.178978155103764,5.0498913197824,0.15831950014823,28.1501605640023,3.48259635458883,4.59275300293778,0.535947978883817,0.838131276597109,0.142821594257649,5,0.763456026677273,0.0343649088289402,0.00435572518606546,0.000418812936399542,1.49251893742442,0.0221686261193508,0.0102214904329386,3.02503222573041,0.0820216545510917,3.23500005722046,2.2295,30,22,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Forcipiger longirostris","Forcipiger_longirostris",0.347942727803372,0.0386104712417548,35.8133588817101,0.753842106906855,8.79644431220532,0.22380878319888,5.17707967878536,0.195893828404533,31.3880820611351,2.2558901010459,5.69301366871701,0.374180321246496,1.03704191622333,0.106402537172848,7,0.763456026677273,0.0343649088289402,0.00298277690245984,0.000418812936399542,1.49251893742442,0.02239,0.0102551020408163,3.02,0.0816326530612246,3.5,2.3634,25,22,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Forcipiger longirostris","Forcipiger_longirostris",0.35544223187209,0.0389085285037417,35.8133588817101,0.753842106906855,8.79644431220532,0.22380878319888,5.17707967878536,0.195893828404533,31.3880820611351,2.2558901010459,5.69301366871701,0.374180321246496,1.03704191622333,0.106402537172848,7,0.763456026677273,0.0343649088289402,0.00322068657658205,0.000418812936399542,1.49251893742442,0.02239,0.0102551020408163,3.02,0.0816326530612246,3.5,2.3634,26,22,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Forcipiger longirostris","Forcipiger_longirostris",0.363162021866724,0.03974158229765,35.8133588817101,0.753842106906855,8.79644431220532,0.22380878319888,5.17707967878536,0.195893828404533,31.3880820611351,2.2558901010459,5.69301366871701,0.374180321246496,1.03704191622333,0.106402537172848,7,0.763456026677273,0.0343649088289402,0.00347579441788427,0.000418812936399542,1.49251893742442,0.02239,0.0102551020408163,3.02,0.0816326530612246,3.5,2.3634,27,22,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Forcipiger longirostris","Forcipiger_longirostris",0.371109539224462,0.0411485225675782,35.8133588817101,0.753842106906855,8.79644431220532,0.22380878319888,5.17707967878536,0.195893828404533,31.3880820611351,2.2558901010459,5.69301366871701,0.374180321246496,1.03704191622333,0.106402537172848,7,0.763456026677273,0.0343649088289402,0.0037492106179345,0.000418812936399542,1.49251893742442,0.02239,0.0102551020408163,3.02,0.0816326530612246,3.5,2.3634,28,22,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Forcipiger longirostris","Forcipiger_longirostris",0.379292507187285,0.0431491009506321,35.8133588817101,0.753842106906855,8.79644431220532,0.22380878319888,5.17707967878536,0.195893828404533,31.3880820611351,2.2558901010459,5.69301366871701,0.374180321246496,1.03704191622333,0.106402537172848,7,0.763456026677273,0.0343649088289402,0.00404210803447859,0.000418812936399542,1.49251893742442,0.02239,0.0102551020408163,3.02,0.0816326530612246,3.5,2.3634,29,22,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Pomacanthidae","Genicanthus caudovittatus","Genicanthus_caudovittatus",0.178310012301972,0.0368377483175517,35.8726734182322,0.756903163939179,9.88871916071859,0.225977888981091,3.90765838426627,0.20327495202333,28.3194751275096,4.88330171603906,4.50988832601143,0.902755600981488,0.518732415925503,0.171058986889553,1,0.772623686949309,0.0419178325055577,0.00204214827499762,0.000232516879067997,1.49095575053493,0.0323786748315435,0.0194830231289934,2.87981672039852,0.0917216799481659,3.4,1.61483,24,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Pomacanthidae","Genicanthus lamarck","Genicanthus_lamarck",0.163934896171528,0.0323389804976277,35.867510886627,0.711042199478182,9.82949850805053,0.21161864070025,3.95856035041401,0.190991170252638,28.7049258671744,4.41719078621796,4.64253889514714,0.817657784535387,0.563832195010619,0.155845516868006,1,0.772623686949309,0.0419178325055577,0.00257082544221358,0.000232516879067997,1.49095575053493,0.03236,0.019530612244898,2.88,0.0918367346938776,3.4,1.89644,27,25,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Pomacanthidae","Genicanthus lamarck","Genicanthus_lamarck",0.167536562217299,0.0332988428888558,35.867510886627,0.711042199478182,9.82949850805053,0.21161864070025,3.95856035041401,0.190991170252638,28.7049258671744,4.41719078621796,4.64253889514714,0.817657784535387,0.563832195010619,0.155845516868006,1,0.772623686949309,0.0419178325055577,0.00277305412403256,0.000232516879067997,1.49095575053493,0.03236,0.019530612244898,2.88,0.0918367346938776,3.4,1.89644,28,25,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Pomacanthidae","Genicanthus lamarck","Genicanthus_lamarck",0.171245113678326,0.0344331752131201,35.867510886627,0.711042199478182,9.82949850805053,0.21161864070025,3.95856035041401,0.190991170252638,28.7049258671744,4.41719078621796,4.64253889514714,0.817657784535387,0.563832195010619,0.155845516868006,1,0.772623686949309,0.0419178325055577,0.00298969183037554,0.000232516879067997,1.49095575053493,0.03236,0.019530612244898,2.88,0.0918367346938776,3.4,1.89644,29,25,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Pomacanthidae","Genicanthus melanospilos","Genicanthus_melanospilos",0.20665501240462,0.0421980370767239,35.8687761038002,0.751832697304587,9.8840686896979,0.224383240622768,3.91220921575658,0.201913177209356,28.184071225458,5.06479321384162,4.46728316413616,0.936084046289789,0.502392233850263,0.177122532270422,1,0.772623686949309,0.0419178325055577,0.00257082544221358,0.000232516879067997,1.49095575053493,0.03236,0.019530612244898,2.88,0.0918367346938776,3.4,1.19259,27,18,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Pomacanthidae","Genicanthus semicinctus","Genicanthus_semicinctus",0.165644059661674,0.0363922694742798,35.8743489387789,0.786392617915391,9.91999067731196,0.23527563717711,3.88088416409989,0.211208175556096,28.3919591760856,4.78857808326801,4.53326802651314,0.885392566934107,0.527352488024005,0.167917248946797,1,0.772623686949309,0.0419178325055577,0.00161459081792759,0.000232516879067997,1.49095575053493,0.03236,0.019530612244898,2.88,0.0918367346938776,2.85371794871795,1.40974,21,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Pomacanthidae","Genicanthus watanabei","Genicanthus_watanabei",0.228737449186207,0.0461146780560988,35.86315124632,0.742951022536009,9.87466584771188,0.22159349406122,3.92041546161919,0.199529722385167,28.0014775801021,5.31667732546575,4.41332221803813,0.982445476875699,0.480360636481689,0.185614886999285,1,0.772623686949309,0.0419178325055577,0.00220617154738353,0.000232516879067997,1.49095575053493,0.03236,0.019530612244898,2.88,0.0918367346938776,3.4,1.76738,25,15,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Kyphosidae","Girella cyanea","Girella_cyanea",0.262785251495861,0.0305611865995054,36.692450633641,0.854730047702464,10.111465686144,0.257909007643767,4.1796174418941,0.224371735325973,31.7388765149676,1.35463569986732,5.77137244988206,0.290792608763245,1.07663323577125,0.0880172388242536,7,0.760813268465822,0.0371821454477927,0.00166673206830496,0.00123865904329826,1.70100910806122,0.01514,0.0095969387755102,3.06,0.10204081632653,2,2.19629,21,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Kyphosidae","Girella cyanea","Girella_cyanea",0.268286348959069,0.0293628097186225,36.692450633641,0.854730047702464,10.111465686144,0.257909007643767,4.1796174418941,0.224371735325973,31.7388765149676,1.35463569986732,5.77137244988206,0.290792608763245,1.07663323577125,0.0880172388242536,7,0.760813268465822,0.0371821454477927,0.00180345164898295,0.00123865904329826,1.70100910806122,0.01514,0.0095969387755102,3.06,0.10204081632653,2,2.19629,22,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Kyphosidae","Girella freminvillii","Girella_freminvillii",0.146562125560313,0.0121499753356781,36.6865670760196,0.854358922469835,10.1090140235316,0.257809729647827,4.18114673098932,0.22428499326126,34.5496457026802,2.06019019366055,7.22284035541996,0.489153341376588,1.2795458093503,0.153502822252422,7,0.760813268465822,0.0371821454477927,0.0019503474625122,0.00123865904329826,1.70100910806122,0.01514,0.0095969387755102,3.06,0.10204081632653,2,2.86011055555556,23,45,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
